results/description,results/Name_EN,results/name,results/power,results/address,results/provider,results/latitude,results/longitude,results/evConnectorCount,results/evConnectorAggregation
,,บ้านโพธิ์,25 kW,80 หมู่ที่ 1 ถนน บางปะกง - ฉะเชิงเทรา ตำบล คลองประเวศ อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140 PEA VOLTA บ้านโพธิ์,PEA,13.62499332,101.03292847,,
,,เกาะพะงัน,25 kW,101 หมู่ 3 ตำบล บ้านใต้ อำเภอเกาะพะงัน สุราษฎร์ธานี 84280 PEA VOLTA เกาะพะงัน,PEA,9.70783424,99.99252319,,
,,เบตง,25 kW,เลขที่ 1 ถ.สโมสร ตำบลเบตง อำเภอเบตง ยะลา 95110 PEA VOLTA เบตง,PEA,5.77053022,101.06825256,,
,,สอยดาว,25 kW,222 ตำบล ทรายขาว อำเภอ สอยดาว จันทบุรี 22180 PEA VOLTA สอยดาว,PEA,13.10176086,102.23729706,,
,,กาญจนบุรี,25 kW,49 ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 PEA VOLTA กาญจนบุรี,PEA,14.02805042,99.55176544,,
,,สุพรรณบุรี,25 kW,188 หมู่1 ตำบลสนามชัย อำเภอเมืองสุพรรณบุณี จังหวัดสุพรรณบุรี 72000 PEA VOLTA สุพรรณบุรี,PEA,14.51966,100.13065338,,
,,เมืองพิจิตร,25 kW,ซอย บึงสีไฟ 6 ตำบล ในเมือง อำเภอเมืองพิจิตร พิจิตร 66000 PEA VOLTA เมืองพิจิตร,PEA,16.43827248,100.34598541,,
,,ตาก,25 kW,3 จอมพล ตำบลระแหง อำเภอเมืองตาก ตาก 63000 PEA VOLTA ตาก,PEA,16.86868668,99.12432098,,
,,ตะพานหิน,25 kW,119 หมู่ 3 ถนนตะพานหิน-เพชรบูรณ์ ตำบลตะพานหิน อำเภอตะพานหิน จังหวัดพิจิตร 66110 PEA VOLTA ตะพานหิน,PEA,16.20484924,100.47024536,,
,,ขาณุวรลักษบุรี,25 kW,ถ. พหลโยธิน ต.ดอนแตง อำเภอขาณุวรลักษบุรี กำแพงเพชร 62140 PEA VOLTA ขาณุวรลักษบุรี,PEA,16.02359009,99.78053284,,
,,เพชรบุรี,25 kW,ถ.ราชดำเนิน ตำบล คลองกระแซง อำเภอเมืองเพชรบุรี เพชรบุรี 76000 PEA VOLTA เพชรบุรี,PEA,13.09834576,99.94366455,,
,,โพธาราม,25 kW,190 ซอย เลิศพาณิชย์ ตำบล โพธาราม อำเภอโพธาราม ราชบุรี 70120 PEA VOLTA โพธาราม,PEA,13.68953323,99.8482132,,
,,จอมบึง,25 kW,35/2 ถนน ราชบุรี - ผาปก ตำบล จอมบึง อำเภอ จอมบึง ราชบุรี 70150 PEA VOLTA จอมบึง,PEA,13.62386417,99.61400604,,
,,พระแสง,25 kW,ตำบล อิปัน อำเภอ พระแสง สุราษฎร์ธานี 84210 PEA VOLTA พระแสง,PEA,8.5707922,99.25115967,,
,,หัวไทร,25 kW,221 หมู่11 ตำบล หัวไทร อำเภอ หัวไทร นครศรีธรรมราช 80170 PEA VOLTA หัวไทร,PEA,8.04808903,100.27180481,,
,,พัทลุง,25 kW,ตำบล เขาเจียก อำเภอเมืองพัทลุง พัทลุง 93000 PEA VOLTA พัทลุง,PEA,7.60148478,100.03018951,,
,,อินทร์บุรี,25 kW,115 หมู่1 ถนนเอเซีย ตำบลน้ำตาล อำเภออินทร์บุรี จังหวัดสิงห์บุรี 16110 Thailand PEA VOLTA อินทร์บุรี,PEA,15.00669289,100.34501648,,
,,พรหมบุรี,25 kW,66 ตำบล บ้านหม้อ อำเภอพรหมบุรี สิงห์บุรี 16120 PEA VOLTA พรหมบุรี,PEA,14.76882744,100.44991302,,
,,บางจาก เมืองกาญจนบุรี,50 kW,ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 PEA VOLTA บางจาก เมืองกาญจนบุรี #1,PEA,14.03766346,99.57819366,,
,,บางจาก เมืองสุพรรณบุรี,50 kW,ตำบล ท่าระหัด อำเภอเมืองสุพรรณบุรี สุพรรณบุรี 72000 PEA VOLTA บางจาก เมืองสุพรรณบุรี #1,PEA,14.43198872,100.143013,,
,,บางจาก สองพี่น้อง (ทุ่งคอก),50 kW,ตำบล ทุ่งคอก อำเภอสองพี่น้อง สุพรรณบุรี 72110 PEA VOLTA บางจาก สองพี่น้อง (ทุ่งคอก) #1,PEA,14.17240334,99.95610809,,
,,หาดใหญ่,25 kW,75 ถนน เพชรเกษม ซอย 15/2 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 PEA VOLTA หาดใหญ่,PEA,7.01746988,100.49626923,,
,,ม่วงสามสิบ,25 kW,ตำบล ม่วงสามสิบ อำเภอ ม่วงสามสิบ อุบลราชธานี 34140 PEA VOLTA ม่วงสามสิบ,PEA,15.52629185,104.71417236,,
,,เมืองบุรีรัมย์,25 kW,190 หมู่ 8 ถนนบุรีรัมย์-พุทไธสง ตำบลชุมเห็ด อำเภอเมืองบุรีรัมย์ จังหวัดบุรีรัมย์ รหัสไปรษณีย์ 31000 PEA VOLTA เมืองบุรีรัมย์,PEA,15.03031445,103.10186768,,
,,เมืองชัยภูมิ,25 kW,123 หมู่10 ถนนนิเวศรัตน์ ตำบลโพนทอง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ 36000 PEA VOLTA เมืองชัยภูมิ,PEA,15.82796764,102.08486938,,
,,เมืองสุรินทร์,25 kW,สาขา 164 9 เทศบาล 4 ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000 PEA VOLTA เมืองสุรินทร์,PEA,14.90936279,103.50759888,,
,,หางดง,25 kW,197 หมู่ที่ 8 ตำบล หนองแก๋ว อำเภอหางดง เชียงใหม่ 50230 PEA VOLTA หางดง,PEA,18.68805313,98.92817688,,
,,แม่ริม,25 kW,107 ตำบล ริมเหนือ อำเภอแม่ริม เชียงใหม่ 50180 PEA VOLTA แม่ริม,PEA,18.92609978,98.93927765,,
,,สันทราย,25 kW,151 หมู่ 4 ถนนสันทราย-พร้าว ตำบลป่าไผ่ อำเภอสันทราย จังหวัดเชียงใหม่ 50210 PEA VOLTA สันทราย,PEA,18.87583351,99.04486084,,
,,นครราชสีมา (หัวทะเล),25 kW,หมู่ที่ 1 69 ถนน เพชรมาตุคลา ตำบล พะเนา อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA นครราชสีมา 2 (หัวทะเล),PEA,14.98846817,102.19113922,,
,,บางเลน,25 kW,1/1 หมู่ 6 ถนนดอนตูม-บางเลน ต.บางเลน อ.บางเลน นครปฐม 73130 PEA VOLTA บางเลน,PEA,14.00584126,100.17254639,,
,,นครนายก,25 kW,138 หมู่ที่ 5 ตำบลบ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000 PEA VOLTA นครนายก,PEA,14.21732998,101.22705078,,
,,ปทุมธานี,25 kW,21/42 หมู่3 ถนน รังสิต-ปทุมธานี ตำบล บางพูน อำเภอเมืองปทุมธานี ปทุมธานี 12000 PEA VOLTA ปทุมธานี 2,PEA,13.99131203,100.5816803,,
,,ธัญบุรี,25 kW,41/5 หมู่2 ถ.รังสิต-นครนายก ต.บึงยี่โถ อ.ธัญบุรี จ.ปธุมธานี 12130 PEA VOLTA ธัญบุรี,PEA,13.99793816,100.67383575,,
,,บึงสามพัน,25 kW,ตำบล ซับสมอทอด อำเภอบึงสามพัน เพชรบูรณ์ 67160 PEA VOLTA บึงสามพัน,PEA,15.81141567,101.00747681,,
,,ละงู,25 kW,หมู่ที่ 1 323 ตำบล กำแพง อำเภอ ละงู สตูล 91110 PEA VOLTA ละงู,PEA,6.90512514,99.78910065,,
,,เมืองชัยนาท,50 kW,345/6 ถ.พหลโยธิน ตำบล บ้านกล้วย อำเภอเมืองชัยนาท ชัยนาท 17000 PEA VOLTA เมืองชัยนาท #2,PEA,15.19277,100.13533783,,
,,เวียงสา,50 kW,301 หมู่ที่ 10 ตำบล กลางเวียง อำเภอเวียงสา น่าน 55110 PEA VOLTA เวียงสา #1,PEA,18.56295776,100.72535706,,
,,ปัว,50 kW,292 ม.1 ต.ปัว อ.ปัว จ.น่าน 55120 PEA VOLTA ปัว #1,PEA,19.18110466,100.89305878,,
,,เมืองอุตรดิตถ์,50 kW,174 บรมอาสน์ ถนน บรมอาสน์ ตำบล ท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000 PEA VOLTA เมืองอุตรดิตถ์ #1,PEA,17.60806847,100.07946777,,
,,เมืองน่าน,50 kW,82/15 ถนน มหายศ ตำบล ในเวียง อำเภอเมืองน่าน น่าน 55000 PEA VOLTA เมืองน่าน #1,PEA,18.79540062,100.78266144,,
,,บางจาก โนนสูง,50 kW,ตำบล ดอนหวาย อำเภอโนนสูง นครราชสีมา 30160 PEA VOLTA บางจาก โนนสูง #2,PEA,15.09766102,102.27072144,,
,,สันกำแพง,25 kW,93 ถนน เชียงใหม่- ดอยสะเก็ด ตำบล สันกำแพง อำเภอสันกำแพง เชียงใหม่ 50130 PEA VOLTA สันกำแพง,PEA,18.75284576,99.10469055,,
,,บางจาก เมืองบุรีรัมย์ (โฮมโปร),50 kW,500 หมู่9 ตำบล อิสาณ อำเภอเมืองบุรีรัมย์ บุรีรัมย์ 31000 PEA VOLTA บางจาก เมืองบุรีรัมย์ (โฮมโปร) #1,PEA,14.98336124,103.07962799,,
,,บางจาก บายพาสโคราช (กม.11),50 kW,ตำบล หนองกระทุ่ม อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA บางจาก บายพาสโคราช (กม.11) #1,PEA,15.02720547,102.08203125,,
,,พิบูลมังสาหาร,25 kW,ตำบล กุดชมภู อำเภอ พิบูลมังสาหาร อุบลราชธานี 34110 PEA VOLTA พิบูลมังสาหาร,PEA,15.23124886,105.23967743,,
,,เขื่องใน,25 kW,ตำบล ยางขี้นก อำเภอ เขื่องใน อุบลราชธานี 34150 PEA VOLTA เขื่องใน,PEA,15.42167282,104.54030609,,
,,นครปฐม,25 kW,242/15 ถนน 25 มกรา ตําบล พระปฐมเจดีย์ อําเภอเมืองนครปฐม จังหวัดนครปฐม 73000 PEA VOLTA นครปฐม,PEA,13.82365704,100.06893158,,
,,มหาชนะชัย,25 kW,129 หมู่6 ตำบล คูเมือง อำเภอ มหาชนะชัย ยโสธร 35130 PEA VOLTA มหาชนะชัย,PEA,15.49993706,104.21760559,,
,,อุดรธานี,25 kW,123 หมู่ 5 ถนน ช้างเผือก ตำบล นาดี อำเภอเมืองอุดรธานี อุดรธานี 41000 PEA VOLTA อุดรธานี,PEA,17.40585136,102.78028107,,
,,บ้านไผ่,25 kW,65 หมู่ 2 ถ. มิตรภาพ ตำบล บ้านไผ่ ขอนแก่น 40110 PEA VOLTA บ้านไผ่,PEA,16.05342484,102.7161026,,
,,สวนผึ้ง,25 kW,174 หมู่5 ตำบลท่าเคย อำเภอสวนผึ้ง จังหวัดราชบุรี 70180 PEA VOLTA สวนผึ้ง,PEA,13.54117107,99.40319061,,
,,น้ำพอง,25 kW,ตำบล วังชัย อำเภอน้ำพอง ขอนแก่น 40140 PEA VOLTA น้ำพอง,PEA,16.71722794,102.8693924,,
,,ขอนแก่น,25 kW,44 ถนนกสิกรทุ่งสร้าง ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000 PEA VOLTA ขอนแก่น,PEA,16.44115829,102.84038544,,
,,สว่างแดนดิน,50 kW,22 ตำบล สว่างแดนดิน อำเภอสว่างแดนดิน สกลนคร 47110 PEA VOLTA สว่างแดนดิน #1,PEA,17.4682579,103.49375153,,
,,เกาะสมุย,25 kW,ตำบล อ่างทอง อำเภอเกาะสมุย สุราษฎร์ธานี 84140 PEA VOLTA เกาะสมุย,PEA,9.52032089,99.93880463,,
,,แม่สะเรียง,50 kW,255/33 ตำบล บ้านกาด อำเภอแม่สะเรียง แม่ฮ่องสอน 58110 PEA VOLTA แม่สะเรียง #2,PEA,18.1830368,97.93423462,,
,,เมืองอุทัยธานี,50 kW,228 ซอย ตั้งใจงาม ตำบล น้ำซึม อำเภอเมืองอุทัยธานี อุทัยธานี 61000 PEA VOLTA เมืองอุทัยธานี #2,PEA,15.36762238,100.01343536,,
,,ปากคาด,50 kW,ถนนชยางกูร ตำบล ปากคาด อำเภอ ปากคาด บึงกาฬ 38220 PEA VOLTA ปากคาด #2,PEA,18.31761932,103.31438446,,
,,หนองไผ่,50 kW,999/1 หมู่ 3 ถนน สระบุรี-หล่มสัก ตำบล หนองไผ่ อำเภอหนองไผ่ เพชรบูรณ์ 67140 PEA VOLTA หนองไผ่ #2,PEA,15.99513721,101.06504822,,
,,เมืองบึงกาฬ,50 kW,ตำบล วิศิษฐ์ อำเภอเมืองบึงกาฬ บึงกาฬ 38000 PEA VOLTA เมืองบึงกาฬ #2,PEA,18.32321548,103.63355255,,
,,เมืองหนองบัวลำภู,50 kW,"255 หมู่ 10, ถนนอุดร - เลย, ตำบลลำภู อำเภอเมืองหนองบัวลำภู จังหวัดหนองบัวลำภู, 39000 PEA VOLTA เมืองหนองบัวลำภู #2",PEA,17.2111702,102.45436096,,
,,ตะกั่วป่า,50 kW,23/19 ถนน เพชรเกษม หมู่ 1 โคกเคียน อำเภอตะกั่วป่า พังงา 82110 PEA VOLTA ตะกั่วป่า #1,PEA,8.871562,98.36369324,,
,,บางจาก เมืองชัยภูมิ,50 kW,ตำบล หนองนาแซง อำเภอเมืองชัยภูมิ ชัยภูมิ 36000 PEA VOLTA บางจาก เมืองชัยภูมิ #2,PEA,15.7711668,102.02561188,,
,,บางจาก เมืองนครพนม,50 kW,ตำบล กุรุคุ อำเภอเมืองนครพนม นครพนม 48000 PEA VOLTA บางจาก เมืองนครพนม #2,PEA,17.32114983,104.55808258,,
,,บางจาก เมืองอุดรธานี (บ้านขาว),50 kW,ตำบล บ้านขาว อำเภอเมืองอุดรธานี อุดรธานี 41000 PEA VOLTA บางจาก เมืองอุดรธานี (บ้านขาว) #1,PEA,17.51766777,102.7999115,,
,,บางจาก เมืองอุดรธานี (สนามบิน),50 kW,ตำบลเชียงพิณ อำเภอเมืองอุดรธานี อุดรธานี 41000 PEA VOLTA บางจาก เมืองอุดรธานี (สนามบิน) #1,PEA,17.3934021,102.7660675,,
,,บางจาก บายพาสสุราษฎร์ (กม.5),50 kW,ตำบลมะขามเตี้ย อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000 PEA VOLTA บางจาก บายพาสสุราษฎร์ (กม.5) #1,PEA,9.11515427,99.34633636,,
,,บางจาก ปราสาท,50 kW,ตำบล ตานี อำเภอปราสาท สุรินทร์ 32140 PEA VOLTA บางจาก ปราสาท #1,PEA,14.62068367,103.27776337,,
,,บางจาก สิชล,50 kW,3/1 หมู่ที่ 10 ถ. สุราษธานี - นครศรีธรรมราช ตำบล เปลี่ยน อำเภอ สิชล นครศรีธรรมราช 80120 PEA VOLTA บางจาก สิชล #1,PEA,8.84643841,99.90041351,,
,,บางจาก อ่าวลึก,50 kW,ตำบล อ่าวลึกเหนือ อำเภอ อ่าวลึก กระบี่ 81110 PEA VOLTA บางจาก อ่าวลึก #2,PEA,8.36372757,98.75108337,,
,,พรรณานิคม,50 kW,ตำบล ช้างมิ่ง อำเภอ พรรณานิคม สกลนคร 47130 PEA VOLTA พรรณานิคม #1,PEA,17.36588669,103.82588196,,
,,บางจาก บางเลน,50 kW,9 /2 ตำบลบางภาษี อำเภอบางเลน นครปฐม 73130 PEA VOLTA บางจาก บางเลน #2,PEA,14.01179504,100.21183777,,
,,คาลเท็กซ์ สาขาน้ำมันดาวพนม,25 kW,654/5 หมู่ 1 ตำบลพนมสารคาม อำเภอพนมสารคาม จังหวัดฉะเชิงเทรา 24120 (เครือข่าย PEA VOLTA) คาลเท็กซ์ สาขาน้ำมันดาวพนม (เครือข่าย PEA VOLTA),PEA,13.74804211,101.35907745,,
,,บางจาก บางละมุง กม.149,50 kW,ชลบุรี-พัทยา ตำบล โป่ง อำเภอบางละมุง ชลบุรี 20150 PEA VOLTA บางจาก บางละมุง กม.149 #2,PEA,12.89881039,100.89715576,,
,,7-11 บาลีฮาย,360 kW,27/7 พัทยาใต้ 24 เมืองพัทยา อำเภอบางละมุง ชลบุรี 20150 PEA VOLTA 7-Eleven บาลีฮาย,PEA,12.92469692,100.86745453,,
,,กุยบุรี,50 kW,ตำบลสามกระทาย อำเภอกุยบุรี ประจวบคีรีขันธ์ 77150 PEA VOLTA กุยบุรี #2,PEA,12.11046505,99.85279083,,
,,เมืองมุกดาหาร,50 kW,"106, ถนนเมืองใหม่, ตำบลมุกดาหาร อำเภอเมืองมุกดาหาร จังหวัดมุกดาหาร, 49000 PEA VOLTA เมืองมุกดาหาร #2",PEA,16.54371452,104.69395447,,
,,บางจาก วังน้อย กม.71,50 kW,ถ. พหลโยธิน ตำบล ชะแมบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170 PEA VOLTA บางจาก วังน้อย กม.71 #1,PEA,14.2549963,100.76755524,,
,,เมืองปัตตานี,50 kW,ตำบล รูสะมิแล อำเภอเมืองปัตตานี ปัตตานี 94000 PEA VOLTA เมืองปัตตานี #2,PEA,6.88649607,101.24562073,,
,,บางจาก เมืองนราธิวาส,50 kW,ตำบล ลำภู อำเภอเมืองนราธิวาส นราธิวาส 96000 PEA VOLTA บางจาก เมืองนราธิวาส #2,PEA,6.40916204,101.79682922,,
,,บางจาก เขาพนม,50 kW,ตำบล พรุเตียว อำเภอ เขาพนม กระบี่ 81140 PEA VOLTA บางจาก เขาพนม #1,PEA,8.26574326,99.09516907,,
,,เมืองยะลา,50 kW,ตำบล สะเตงนอก อำเภอเมืองยะลา ยะลา 95000 PEA VOLTA เมืองยะลา #1,PEA,6.51528406,101.27098083,,
,,บางจาก โพนทอง,50 kW,171 หมู่ 2 ตำบลสระนกแก้ว อำเภอ โพนทอง ร้อยเอ็ด 45110 PEA VOLTA บางจาก โพนทอง #2,PEA,16.2948761,103.97618866,,
,,เมืองอำนาจเจริญ,50 kW,"332 ม.8 อ.เมือง Chayangkun, ตำบล บุ่ง อำเภอเมืองอำนาจเจริญ อำนาจเจริญ 37000 PEA VOLTA เมืองอำนาจเจริญ #2",PEA,15.88847065,104.62494659,,
,,บางจาก สามโคก,50 kW,ตำบล บางโพธิ์เหนือ อำเภอสามโคก ปทุมธานี 12160 PEA VOLTA บางจาก สามโคก #1,PEA,14.03939915,100.52560425,,
,,เมืองแม่ฮ่องสอน,50 kW,286/3 ถ.แม่ฮ่องสอน-ปาย ตำบล ปางหมู อำเภอเมืองแม่ฮ่องสอน แม่ฮ่องสอน 58000 PEA VOLTA เมืองแม่ฮ่องสอน #1,PEA,19.31517792,97.96572113,,
,,เมืองยโสธร,50 kW,91 ถนน รัตนเขต ตำบลในเมือง อำเภอเมืองยโสธร ยโสธร 35000 PEA VOLTA เมืองยโสธร #1,PEA,15.79771805,104.1437149,,
,,บางจาก พยุหะคีรี กม.308,50 kW,ตำบล ม่วงหัก อำเภอพยุหะคีรี นครสวรรค์ 60130 PEA VOLTA บางจาก พยุหะคีรี กม.308 #1,PEA,15.40701675,100.14772034,,
,,บางจาก เมืองกาฬสินธุ์,50 kW,"33, 33/9 ถนน ถีนานนท์ 9 ถนน ถีนานนท์ กาฬสินธุ์ อำเภอเมืองกาฬสินธุ์ กาฬสินธุ์ 46000 PEA VOLTA บางจาก เมืองกาฬสินธุ์ #1",PEA,16.44244576,103.51954651,,
,,บางจาก มหาสารคาม (แยกแก่งเลิงจาน),50 kW,ตำบล แก่งเลิงจาน อำเภอเมืองมหาสารคาม มหาสารคาม 44000 PEA VOLTA บางจาก มหาสารคาม (แยกแก่งเลิงจาน) #1,PEA,16.16606712,103.28245544,,
,,บางจาก เมืองสุโขทัย,50 kW,41/3 หมู่ 2 ถนนจรดวิถีถ่อง ตำบลปากแคว อำเภอเมืองสุโขทัย สุโขทัย 64000 PEA VOLTA บางจาก เมืองสุโขทัย #1,PEA,17.03954315,99.82302094,,
,,บางจาก เมืองอุบลราชธานี (ในเมือง),50 kW,258 ถ. แจ้งสนิท ตำบล ในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000 PEA VOLTA บางจาก เมืองอุบลราชธานี (ในเมือง) #1,PEA,15.25376225,104.8373642,,
,,บางจาก เมืองอุบลราชธานี (หนองขอน),50 kW,274 หมู่ 2 ถนนสายอุบล-ตระการ ตำบลไร่น้อย อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000 PEA VOLTA บางจาก เมืองอุบลราชธานี (หนองขอน) #1,PEA,15.30442905,104.7590332,,
,,บางจาก แม่สอด,50 kW,ตำบล แม่สอด อำเภอแม่สอด ตาก 63110 PEA VOLTA บางจาก แม่สอด #1,PEA,16.72518921,98.59481049,,
,,บางจาก เมืองพัทลุง,50 kW,4 หมู่ 1 เขาเจียก เมือง พัทลุง 93000 PEA VOLTA บางจาก เมืองพัทลุง #1,PEA,7.61435795,100.05102539,,
,,บางจาก ท่าวุ้ง,50 kW,346 หมู่ 1 ถนนสายสิงห์บุรี-ลพบุรี ตำบลท่าวุ้ง อำเภอท่าวุ้ง ลพบุรี 15150 PEA VOLTA บางจาก ท่าวุ้ง #1,PEA,14.81724644,100.50871277,,
,,บางจาก ไชโย,50 kW,66/7 ม.1 ต ตำบล จรเข้ร้อง อำเภอไชโย อ่างทอง PEA VOLTA บางจาก ไชโย #1,PEA,14.66522598,100.47261047,,
,,สะเดา (พังลา),50 kW,300/25 หมู่ที่5 ตำบล พังลา อำเภอสะเดา สงขลา 90170 PEA VOLTA สะเดา (พังลา) #2,PEA,6.82061911,100.45912933,,
,,เมืองระนอง,50 kW,6 202 หมู่ที่ 1 ถ. เพชรเกษม ตำบล บางนอน อำเภอเมืองระนอง ระนอง 85000 PEA VOLTA เมืองระนอง #2,PEA,10.00279236,98.65683746,,
,,เมืองสงขลา,50 kW,ตำบลพะวง อำเภอเมืองสงขลา สงขลา 90100 PEA VOLTA เมืองสงขลา #2,PEA,7.14549303,100.56394958,,
,,บางจาก เมืองสตูล,50 kW,ตำบล ควนโพธิ์ อำเภอเมืองสตูล สตูล 91140 PEA VOLTA บางจาก เมืองสตูล #1,PEA,6.74583387,100.03443909,,
,,บางจาก ท่าใหม่ ขาเข้า กม.307,50 kW,61/4 หมู่ 3 ถนนสุขุมวิท ตำบลทุ่งเบญจา อำเภอท่าใหม่ จันทบุรี 22170 PEA VOLTA บางจาก ท่าใหม่ ขาเข้า กม.307 #1,PEA,12.71715832,101.9769516,,
,,กระบุรี,50 kW,ตำบล ปากจั่น อำเภอ กระบุรี ระนอง 85110 PEA VOLTA กระบุรี #1,PEA,10.50767136,98.82497406,,
,,กะเปอร์,50 kW,"Lot 1, 127 ถ. เพชรเกษม ตำบล กะเปอร์ อำเภอ กะเปอร์ ระนอง 85120 PEA VOLTA กะเปอร์ #1",PEA,9.58308697,98.5918808,,
,,ป่าบอน,50 kW,205 ตำบล ป่าบอน อำเภอ ป่าบอน พัทลุง 93170 PEA VOLTA ป่าบอน #1,PEA,7.26668882,100.17304993,,
,,บางจาก กระทุ่มแบน,50 kW,8/11 หมู่ 6 ถ. เพชรเกษม ตำบลอ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร 74130 PEA VOLTA บางจาก กระทุ่มแบน #1,PEA,13.70516682,100.30725098,,
,,บางจาก พานทอง,50 kW,หมู่ที่ 1 105 ตำบล บ้านเก่า อำเภอพานทอง ชลบุรี 20160 PEA VOLTA บางจาก พานทอง #1,PEA,13.45387077,101.02370453,,
,,บางจาก เมืองสมุทรสาคร,50 kW,99/1 ต.นาโคก อ.เมืองสมุทรสาคร สมุทรสาคร 74000 PEA VOLTA บางจาก เมืองสมุทรสาคร #2,PEA,13.4669733,100.10474396,,
,,บางจาก ชะอำ ขาเข้า (กม.188),50 kW,"719, 52 ถ. เพชรเกษม ตำบล เขาใหญ่ อำเภอชะอำ เพชรบุรี 76120 PEA VOLTA บางจาก ชะอำ ขาเข้า (กม.188) #2",PEA,12.81254196,99.94229126,,
,,บางจาก ทุ่งใหญ่,50 kW,ตำบล ทุ่งใหญ่ อำเภอ ทุ่งใหญ่ นครศรีธรรมราช 80240 PEA VOLTA บางจาก ทุ่งใหญ่ #2,PEA,8.37022209,99.41673279,,
,,บางจาก ถลาง,50 kW,ตำบล ไม้ขาว อำเภอถลาง ภูเก็ต 83110 PEA VOLTA บางจาก ถลาง #1,PEA,7.98455,98.35947418,,
,,บางจาก บางกล่ำ,50 kW,250 ตำบล ท่าช้าง อำเภอบางกล่ำ สงขลา 90110 PEA VOLTA บางจาก บางกล่ำ #1,PEA,7.02336311,100.40480804,,
,,สถานีโดมินิค คาร์วอซ บางแสน,40 kW,578 5 ถ. สุขุมวิท ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130 สถานีโดมินิค คาร์วอซ บางแสน (เครือข่าย PEA VOLTA),PEA,13.26145077,100.93330383,,
,,บางจาก สบปราบ,50 kW,เลขที่ 149 หมู่ 15 149 ตำบล สบปราบ อำเภอสบปราบ ลำปาง 52170 PEA VOLTA บางจาก สบปราบ #1,PEA,17.90246201,99.34094238,,
,,บางจาก เมืองนครศรีธรรมราช (อ้อมค่าย),50 kW,"30 25, ตำบล ปากพูน เมือง, นครศรีธรรมราช 80000 PEA VOLTA บางจาก เมืองนครศรีธรรมราช (อ้อมค่าย) #1",PEA,8.45973206,99.96481323,,
,,บางจาก เมืองสระบุรี (บีอเวนิว),50 kW,510 43 ถ. พหลโยธิน ตำบล ปากเพรียว อำเภอเมือง สระบุรี 18000 PEA VOLTA บางจาก เมืองสระบุรี (บี5 อเวนิว) #1,PEA,14.5396843,100.91047668,,
,,บางจาก ลำลูกกา,50 kW,ทางหลวง3004 ลำลูกกาคลอง7-ธัญบุรี ตำบล บึงคำพร้อย อำเภอลำลูกกา ปทุมธานี PEA VOLTA บางจาก ลำลูกกา #1,PEA,13.93445969,100.74487305,,
,,บางจาก ศรีราชา กม.,50 kW,เทศบาลนครแหลมฉบัง อำเภอบางละมุง ชลบุรี PEA VOLTA บางจาก ศรีราชา กม.4 #1,PEA,13.12040138,101.02589417,,
,,บางจาก บางน้ำเปรี้ยว,50 kW,5/5 หมู่ 2 ตำบลหมอนทอง อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา 24150 PEA VOLTA บางจาก บางน้ำเปรี้ยว #1,PEA,13.87193966,101.04439545,,
,,บางจาก บางปะหัน,50 kW,"46 หมู่ 4 สายเอเซีย กม.39, อำเภอบางปะหัน PEA VOLTA บางจาก บางปะหัน #1",PEA,14.49155426,100.5246048,,
,,บางจาก เมืองกระบี่ กม.949,50 kW,169/1 หมู่ 4 ตำบลเขาคราม อำเภอเมืองกระบี่ กระบี่ 81000 PEA VOLTA บางจาก เมืองกระบี่ กม.949 #1,PEA,8.26291084,98.80643463,,
,,บางจาก เมืองขอนแก่น (ถ.มะลิวัลย์),50 kW,298 ถนนมลิวรรณ ตำบลบ้านเป็ด อำเภอเมืองขอนแก่น ขอนแก่น 40000 PEA VOLTA บางจาก เมืองขอนแก่น (ถ.มะลิวัลย์) #1,PEA,16.44989014,102.75696564,,
,,บางจาก เมืองเชียงราย,50 kW,ตำบลสันทราย อำเภอเมืองเชียงราย เชียงราย 57000 PEA VOLTA บางจาก เมืองเชียงราย #1,PEA,19.83996773,99.79504395,,
,,เชียงดาว,50 kW,429 หมู่ 1 ตำบล แม่นะ อำเภอเชียงดาว เชียงใหม่ 50170 PEA VOLTA เชียงดาว #1,PEA,19.34524155,98.96035767,,
